strain,replicate,time,od
H01,38,390,0.087
H01,38,405,0.094
H01,38,420,0.103
H01,38,435,0.115
H01,38,450,0.126
H01,38,465,0.129
H01,38,480,0.132
H01,38,495,0.133
H01,38,510,0.128
H01,38,525,0.126
H01,38,540,0.126
H01,38,555,0.126
H01,38,570,0.126
H01,38,585,0.129
H01,38,600,0.132
H01,38,615,0.136
H01,38,630,0.142
H01,38,645,0.155
H01,38,660,0.17
H01,38,675,0.159
H01,38,690,0.161
H01,38,705,0.165
H01,38,720,0.171
H01,38,735,0.183
H01,38,750,0.21
H01,38,765,0.24
H01,38,780,0.281
H01,38,795,0.284
H01,38,810,0.29
H01,38,825,0.31
H01,38,840,0.313
H01,38,855,0.309
H01,38,870,0.31
H01,38,885,0.311
H01,38,900,0.311
H01,38,915,0.312
H01,38,930,0.313
H01,38,945,0.312
H01,38,960,0.313
H01,38,975,0.314
H01,38,990,0.314
H01,38,1005,0.314
H01,38,1020,0.32
H01,38,1035,0.314
H01,38,1050,0.314
H01,38,1065,0.314
H01,38,1080,0.313
H01,38,1095,0.312
H01,38,1110,0.311
H01,38,1125,0.31
H01,38,1140,0.307
H01,38,1155,0.305
H01,39,15,0.008
H01,39,30,0.009
H01,39,45,0.008
H01,39,60,0.007
H01,39,75,0.006
H01,39,90,0.006
H01,39,105,0.006
H01,39,120,0.007
H01,39,135,0.007
H01,39,150,0.008
H01,39,165,0.009
H01,39,180,0.011
H01,39,195,0.013
H01,39,210,0.015
H01,39,225,0.017
H01,39,240,0.021
H01,39,255,0.024
H01,39,270,0.028
H01,39,285,0.033
H01,39,300,0.038
H01,39,315,0.043
H01,39,330,0.049
H01,39,345,0.054
H01,39,360,0.06
H01,39,375,0.066
H01,39,390,0.075
H01,39,405,0.086
H01,39,420,0.098
H01,39,435,0.106
H01,39,450,0.11
H01,39,465,0.113
H01,39,480,0.115
H01,39,495,0.114
H01,39,510,0.114
H01,39,525,0.115
H01,39,540,0.116
H01,39,555,0.119
H01,39,570,0.123
H01,39,585,0.127
H01,39,600,0.133
H01,39,615,0.141
H01,39,630,0.147
H01,39,645,0.153
H01,39,660,0.158
H01,39,675,0.164
H01,39,690,0.168
H01,39,705,0.174
H01,39,720,0.196
H01,39,735,0.229
H01,39,750,0.262
H01,39,765,0.277
H01,39,780,0.289
H01,39,795,0.297
H01,39,810,0.299
H01,39,825,0.3
H01,39,840,0.304
H01,39,855,0.296
H01,39,870,0.295
H01,39,885,0.291
H01,39,900,0.291
H01,39,915,0.291
H01,39,930,0.291
H01,39,945,0.29
H01,39,960,0.294
H01,39,975,0.297
H01,39,990,0.298
H01,39,1005,0.3
H01,39,1020,0.301
H01,39,1035,0.301
H01,39,1050,0.302
H01,39,1065,0.301
H01,39,1080,0.303
H01,39,1095,0.301
H01,39,1110,0.302
H01,39,1125,0.301
H01,39,1140,0.3
H01,39,1155,0.298
H01,40,15,0.004
H01,40,30,0.006
H01,40,45,0.005
H01,40,60,0.004
H01,40,75,0.004
H01,40,90,0.004
H01,40,105,0.005
H01,40,120,0.006
H01,40,135,0.007
H01,40,150,0.009
H01,40,165,0.01
H01,40,180,0.012
H01,40,195,0.015
H01,40,210,0.018
H01,40,225,0.021
H01,40,240,0.025
H01,40,255,0.029
H01,40,270,0.035
H01,40,285,0.04
H01,40,300,0.046
H01,40,315,0.052
H01,40,330,0.058
H01,40,345,0.064
H01,40,360,0.07
H01,40,375,0.078
H01,40,390,0.086
H01,40,405,0.095
H01,40,420,0.108
H01,40,435,0.117
H01,40,450,0.122
H01,40,465,0.126
H01,40,480,0.128
H01,40,495,0.128
H01,40,510,0.128
H01,40,525,0.127
H01,40,540,0.127
H01,40,555,0.129
H01,40,570,0.132
H01,40,585,0.135
H01,40,600,0.139
H01,40,615,0.146
H01,40,630,0.152
H01,40,645,0.158
H01,40,660,0.162
H01,40,675,0.167
H01,40,690,0.173
H01,40,705,0.172
H01,40,720,0.185
H01,40,735,0.211
H01,40,750,0.238
H01,40,765,0.259
H01,40,780,0.276
H01,40,795,0.288
H01,40,810,0.292
H01,40,825,0.295
H01,40,840,0.296
H01,40,855,0.297
H01,40,870,0.297
H01,40,885,0.297
H01,40,900,0.298
H01,40,915,0.301
H01,40,930,0.301
H01,40,945,0.302
H01,40,960,0.305
H01,40,975,0.304
H01,40,990,0.305
H01,40,1005,0.305
H01,40,1020,0.305
H01,40,1035,0.305
H01,40,1050,0.306
H01,40,1065,0.304
H01,40,1080,0.305
H01,40,1095,0.303
H01,40,1110,0.302
H01,40,1125,0.301
H01,40,1140,0.303
H01,40,1155,0.298
H01,41,15,0.001
H01,41,30,0.001
H01,41,45,0.001
H01,41,60,0.001
H01,41,75,0.001
H01,41,90,0.001
H01,41,105,0.004
H01,41,120,0.007
H01,41,135,0.01
H01,41,150,0.013
H01,41,165,0.016
H01,41,180,0.02
H01,41,195,0.024
H01,41,210,0.029
H01,41,225,0.033
H01,41,240,0.038
H01,41,255,0.042
H01,41,270,0.048
H01,41,285,0.055
H01,41,300,0.058
H01,41,315,0.064
H01,41,330,0.066
H01,41,345,0.074
H01,41,360,0.078
H01,41,375,0.084
H01,41,390,0.091
H01,41,405,0.098
H01,41,420,0.108
H01,41,435,0.121
H01,41,450,0.131
H01,41,465,0.135
H01,41,480,0.137
H01,41,495,0.136
H01,41,510,0.134
H01,41,525,0.132
H01,41,540,0.13
H01,41,555,0.13
H01,41,570,0.133
H01,41,585,0.136
H01,41,600,0.138
H01,41,615,0.142
H01,41,630,0.147
H01,41,645,0.154
H01,41,660,0.159
H01,41,675,0.163
H01,41,690,0.167
H01,41,705,0.172
H01,41,720,0.185
H01,41,735,0.194
H01,41,750,0.216
H01,41,765,0.238
H01,41,780,0.257
H01,41,795,0.274
H01,41,810,0.286
H01,41,825,0.296
H01,41,840,0.317
H01,41,855,0.309
H01,41,870,0.313
H01,41,885,0.316
H01,41,900,0.318
H01,41,915,0.319
H01,41,930,0.321
H01,41,945,0.322
H01,41,960,0.323
H01,41,975,0.322
H01,41,990,0.322
H01,41,1005,0.321
H01,41,1020,0.321
H01,41,1035,0.32
H01,41,1050,0.32
H01,41,1065,0.319
H01,41,1080,0.32
H01,41,1095,0.318
H01,41,1110,0.315
H01,41,1125,0.314
H01,41,1140,0.317
H01,41,1155,0.31
PAO1,1,15,0.014
PAO1,1,30,0.015
PAO1,1,45,0.014
PAO1,1,60,0.014
PAO1,1,75,0.015
PAO1,1,90,0.017
PAO1,1,105,0.021
PAO1,1,120,0.025
PAO1,1,135,0.031
PAO1,1,150,0.04
PAO1,1,165,0.053
PAO1,1,180,0.071
PAO1,1,195,0.093
PAO1,1,210,0.115
PAO1,1,225,0.152
PAO1,1,240,0.174
PAO1,1,255,0.199
PAO1,1,270,0.215
PAO1,1,285,0.231
PAO1,1,300,0.246
PAO1,1,315,0.252
PAO1,1,330,0.266
PAO1,1,345,0.277
PAO1,1,360,0.282
PAO1,1,375,0.283
PAO1,1,390,0.283
PAO1,1,405,0.283
PAO1,1,420,0.283
PAO1,1,435,0.283
PAO1,1,450,0.284
PAO1,1,465,0.285
PAO1,1,480,0.286
PAO1,1,495,0.288
PAO1,1,510,0.288
PAO1,1,525,0.288
PAO1,1,540,0.287
PAO1,1,555,0.286
PAO1,1,570,0.286
PAO1,1,585,0.286
PAO1,1,600,0.285
PAO1,1,615,0.281
PAO1,1,630,0.28
PAO1,1,645,0.278
PAO1,1,660,0.277
PAO1,1,675,0.276
PAO1,1,690,0.275
PAO1,1,705,0.275
PAO1,1,720,0.275
PAO1,1,735,0.277
PAO1,1,750,0.275
PAO1,1,765,0.275
PAO1,1,780,0.277
PAO1,1,795,0.276
PAO1,1,810,0.275
PAO1,1,825,0.278
PAO1,1,840,0.272
PAO1,1,855,0.273
PAO1,1,870,0.272
PAO1,1,885,0.269
PAO1,1,900,0.267
PAO1,1,915,0.267
PAO1,1,930,0.267
PAO1,1,945,0.268
PAO1,1,960,0.268
PAO1,1,975,0.268
PAO1,1,990,0.269
PAO1,1,1005,0.267
PAO1,1,1020,0.269
PAO1,1,1035,0.276
PAO1,1,1050,0.271
PAO1,1,1065,0.274
PAO1,1,1080,0.268
PAO1,1,1095,0.276
PAO1,1,1110,0.274
PAO1,1,1125,0.271
PAO1,1,1140,0.273
PAO1,1,1155,0.27
PAO1,2,15,0.003
PAO1,2,30,0.003
PAO1,2,45,0.004
PAO1,2,60,0.005
PAO1,2,75,0.006
PAO1,2,90,0.008
PAO1,2,105,0.01
PAO1,2,120,0.014
PAO1,2,135,0.02
PAO1,2,150,0.027
PAO1,2,165,0.038
PAO1,2,180,0.054
PAO1,2,195,0.074
PAO1,2,210,0.096
PAO1,2,225,0.128
PAO1,2,240,0.157
PAO1,2,255,0.175
PAO1,2,270,0.201
PAO1,2,285,0.216
PAO1,2,300,0.23
PAO1,2,315,0.238
PAO1,2,330,0.25
PAO1,2,345,0.26
PAO1,2,360,0.267
PAO1,2,375,0.269
PAO1,2,390,0.27
PAO1,2,405,0.271
PAO1,2,420,0.272
PAO1,2,435,0.271
PAO1,2,450,0.272
PAO1,2,465,0.271
PAO1,2,480,0.27
PAO1,2,495,0.27
PAO1,2,510,0.269
PAO1,2,525,0.269
PAO1,2,540,0.269
PAO1,2,555,0.268
PAO1,2,570,0.267
PAO1,2,585,0.267
PAO1,2,600,0.266
PAO1,2,615,0.265
PAO1,2,630,0.265
PAO1,2,645,0.264
PAO1,2,660,0.264
PAO1,2,675,0.263
PAO1,2,690,0.263
PAO1,2,705,0.262
PAO1,2,720,0.265
PAO1,2,735,0.264
PAO1,2,750,0.266
PAO1,2,765,0.264
PAO1,2,780,0.264
PAO1,2,795,0.264
PAO1,2,810,0.263
PAO1,2,825,0.265
PAO1,2,840,0.263
PAO1,2,855,0.264
PAO1,2,870,0.262
PAO1,2,885,0.262
PAO1,2,900,0.261
PAO1,2,915,0.261
PAO1,2,930,0.261
PAO1,2,945,0.262
PAO1,2,960,0.262
PAO1,2,975,0.261
PAO1,2,990,0.261
PAO1,2,1005,0.26
PAO1,2,1020,0.26
PAO1,2,1035,0.26
PAO1,2,1050,0.261
PAO1,2,1065,0.26
PAO1,2,1080,0.26
PAO1,2,1095,0.261
PAO1,2,1110,0.261
PAO1,2,1125,0.26
PAO1,2,1140,0.261
PAO1,2,1155,0.261
PAO1,3,15,0.006
PAO1,3,30,0.006
PAO1,3,45,0.005
PAO1,3,60,0.006
PAO1,3,75,0.007
PAO1,3,90,0.008
PAO1,3,105,0.01
PAO1,3,120,0.013
PAO1,3,135,0.018
PAO1,3,150,0.024
PAO1,3,165,0.032
PAO1,3,180,0.046
PAO1,3,195,0.063
PAO1,3,210,0.085
PAO1,3,225,0.109
PAO1,3,240,0.145
PAO1,3,255,0.169
PAO1,3,270,0.195
PAO1,3,285,0.209
PAO1,3,300,0.221
PAO1,3,315,0.233
PAO1,3,330,0.242
PAO1,3,345,0.253
PAO1,3,360,0.263
PAO1,3,375,0.269
PAO1,3,390,0.271
PAO1,3,405,0.271
PAO1,3,420,0.272
PAO1,3,435,0.273
PAO1,3,450,0.272
PAO1,3,465,0.273
PAO1,3,480,0.273
PAO1,3,495,0.272
PAO1,3,510,0.272
PAO1,3,525,0.271
PAO1,3,540,0.271
PAO1,3,555,0.271
PAO1,3,570,0.27
PAO1,3,585,0.269
PAO1,3,600,0.268
PAO1,3,615,0.268
PAO1,3,630,0.267
PAO1,3,645,0.267
PAO1,3,660,0.266
PAO1,3,675,0.265
PAO1,3,690,0.265
PAO1,3,705,0.265
PAO1,3,720,0.264
PAO1,3,735,0.263
PAO1,3,750,0.263
PAO1,3,765,0.263
PAO1,3,780,0.262
PAO1,3,795,0.262
PAO1,3,810,0.261
PAO1,3,825,0.261
PAO1,3,840,0.261
PAO1,3,855,0.261
PAO1,3,870,0.26
PAO1,3,885,0.26
PAO1,3,900,0.26
PAO1,3,915,0.259
PAO1,3,930,0.259
PAO1,3,945,0.259
PAO1,3,960,0.259
PAO1,3,975,0.258
PAO1,3,990,0.258
PAO1,3,1005,0.258
PAO1,3,1020,0.258
PAO1,3,1035,0.258
PAO1,3,1050,0.258
PAO1,3,1065,0.257
PAO1,3,1080,0.257
PAO1,3,1095,0.257
PAO1,3,1110,0.257
PAO1,3,1125,0.256
PAO1,3,1140,0.257
PAO1,3,1155,0.258
PAO1,4,15,0.005
PAO1,4,30,0.004
PAO1,4,45,0.003
PAO1,4,60,0.004
PAO1,4,75,0.005
PAO1,4,90,0.008
PAO1,4,105,0.011
PAO1,4,120,0.017
PAO1,4,135,0.023
PAO1,4,150,0.034
PAO1,4,165,0.047
PAO1,4,180,0.068
PAO1,4,195,0.089
PAO1,4,210,0.113
PAO1,4,225,0.146
PAO1,4,240,0.167
PAO1,4,255,0.194
PAO1,4,270,0.213
PAO1,4,285,0.228
PAO1,4,300,0.242
PAO1,4,315,0.25
PAO1,4,330,0.261
PAO1,4,345,0.268
PAO1,4,360,0.271
PAO1,4,375,0.273
PAO1,4,390,0.274
PAO1,4,405,0.275
PAO1,4,420,0.275
PAO1,4,435,0.276
PAO1,4,450,0.275
PAO1,4,465,0.275
PAO1,4,480,0.274
PAO1,4,495,0.274
PAO1,4,510,0.273
PAO1,4,525,0.272
PAO1,4,540,0.272
PAO1,4,555,0.272
PAO1,4,570,0.271
PAO1,4,585,0.27
PAO1,4,600,0.27
PAO1,4,615,0.268
PAO1,4,630,0.268
PAO1,4,645,0.269
PAO1,4,660,0.267
PAO1,4,675,0.266
PAO1,4,690,0.266
PAO1,4,705,0.265
PAO1,4,720,0.264
PAO1,4,735,0.264
PAO1,4,750,0.264
PAO1,4,765,0.263
PAO1,4,780,0.263
PAO1,4,795,0.262
PAO1,4,810,0.262
PAO1,4,825,0.262
PAO1,4,840,0.261
PAO1,4,855,0.261
PAO1,4,870,0.263
PAO1,4,885,0.264
PAO1,4,900,0.265
PAO1,4,915,0.266
PAO1,4,930,0.266
PAO1,4,945,0.267
PAO1,4,960,0.269
PAO1,4,975,0.269
PAO1,4,990,0.268
PAO1,4,1005,0.268
PAO1,4,1020,0.267
PAO1,4,1035,0.266
PAO1,4,1050,0.266
PAO1,4,1065,0.267
PAO1,4,1080,0.266
PAO1,4,1095,0.265
PAO1,4,1110,0.265
PAO1,4,1125,0.266
PAO1,4,1140,0.264
PAO1,4,1155,0.265
PAO1,5,15,0.007
PAO1,5,30,0.006
PAO1,5,45,0.005
PAO1,5,60,0.005
PAO1,5,75,0.007
PAO1,5,90,0.01
PAO1,5,105,0.013
PAO1,5,120,0.017
PAO1,5,135,0.024
PAO1,5,150,0.033
PAO1,5,165,0.047
PAO1,5,180,0.062
PAO1,5,195,0.085
PAO1,5,210,0.105
PAO1,5,225,0.135
PAO1,5,240,0.159
PAO1,5,255,0.185
PAO1,5,270,0.208
PAO1,5,285,0.226
PAO1,5,300,0.241
PAO1,5,315,0.247
PAO1,5,330,0.26
PAO1,5,345,0.268
PAO1,5,360,0.271
PAO1,5,375,0.273
PAO1,5,390,0.275
PAO1,5,405,0.276
PAO1,5,420,0.277
PAO1,5,435,0.277
PAO1,5,450,0.277
PAO1,5,465,0.276
PAO1,5,480,0.276
PAO1,5,495,0.275
PAO1,5,510,0.275
PAO1,5,525,0.274
PAO1,5,540,0.273
PAO1,5,555,0.272
PAO1,5,570,0.272
PAO1,5,585,0.271
PAO1,5,600,0.271
PAO1,5,615,0.271
PAO1,5,630,0.272
PAO1,5,645,0.271
PAO1,5,660,0.269
PAO1,5,675,0.27
PAO1,5,690,0.271
PAO1,5,705,0.268
PAO1,5,720,0.271
PAO1,5,735,0.268
PAO1,5,750,0.269
PAO1,5,765,0.27
PAO1,5,780,0.268
PAO1,5,795,0.268
PAO1,5,810,0.267
PAO1,5,825,0.268
PAO1,5,840,0.268
PAO1,5,855,0.268
PAO1,5,870,0.268
PAO1,5,885,0.267
PAO1,5,900,0.266
PAO1,5,915,0.267
PAO1,5,930,0.267
PAO1,5,945,0.267
PAO1,5,960,0.266
PAO1,5,975,0.266
PAO1,5,990,0.266
PAO1,5,1005,0.267
PAO1,5,1020,0.267
PAO1,5,1035,0.268
PAO1,5,1050,0.267
PAO1,5,1065,0.267
PAO1,5,1080,0.266
PAO1,5,1095,0.268
PAO1,5,1110,0.267
PAO1,5,1125,0.268
PAO1,5,1140,0.266
PAO1,5,1155,0.266
PAO1,6,15,0.001
PAO1,6,30,0.001
PAO1,6,45,0.001
PAO1,6,60,0.001
PAO1,6,75,0.002
PAO1,6,90,0.003
PAO1,6,105,0.006
PAO1,6,120,0.009
PAO1,6,135,0.013
PAO1,6,150,0.018
PAO1,6,165,0.025
PAO1,6,180,0.034
PAO1,6,195,0.047
PAO1,6,210,0.064
PAO1,6,225,0.085
PAO1,6,240,0.107
PAO1,6,255,0.135
PAO1,6,270,0.16
PAO1,6,285,0.188
PAO1,6,300,0.208
PAO1,6,315,0.226
PAO1,6,330,0.241
PAO1,6,345,0.252
PAO1,6,360,0.265
PAO1,6,375,0.273
PAO1,6,390,0.277
PAO1,6,405,0.279
PAO1,6,420,0.281
PAO1,6,435,0.282
PAO1,6,450,0.284
PAO1,6,465,0.285
PAO1,6,480,0.285
PAO1,6,495,0.284
PAO1,6,510,0.284
PAO1,6,525,0.284
PAO1,6,540,0.284
PAO1,6,555,0.283
PAO1,6,570,0.282
PAO1,6,585,0.281
PAO1,6,600,0.28
PAO1,6,615,0.28
PAO1,6,630,0.28
PAO1,6,645,0.278
PAO1,6,660,0.278
PAO1,6,675,0.277
PAO1,6,690,0.278
PAO1,6,705,0.276
PAO1,6,720,0.275
PAO1,6,735,0.274
PAO1,6,750,0.274
PAO1,6,765,0.274
PAO1,6,780,0.273
PAO1,6,795,0.273
PAO1,6,810,0.272
PAO1,6,825,0.272
PAO1,6,840,0.272
PAO1,6,855,0.272
PAO1,6,870,0.272
PAO1,6,885,0.272
PAO1,6,900,0.272
PAO1,6,915,0.272
PAO1,6,930,0.273
PAO1,6,945,0.27
PAO1,6,960,0.271
PAO1,6,975,0.271
PAO1,6,990,0.27
PAO1,6,1005,0.27
PAO1,6,1020,0.27
PAO1,6,1035,0.27
PAO1,6,1050,0.274
PAO1,6,1065,0.275
PAO1,6,1080,0.271
PAO1,6,1095,0.274
PAO1,6,1110,0.277
PAO1,6,1125,0.272
PAO1,6,1140,0.275
PAO1,6,1155,0.275
PAO1,7,15,0.004
PAO1,7,30,0.004
PAO1,7,45,0.004
PAO1,7,60,0.004
PAO1,7,75,0.006
PAO1,7,90,0.008
PAO1,7,105,0.011
PAO1,7,120,0.015
PAO1,7,135,0.021
PAO1,7,150,0.029
PAO1,7,165,0.041
PAO1,7,180,0.057
PAO1,7,195,0.077
PAO1,7,210,0.097
PAO1,7,225,0.134
PAO1,7,240,0.158
PAO1,7,255,0.173
PAO1,7,270,0.196
PAO1,7,285,0.21
PAO1,7,300,0.222
PAO1,7,315,0.234
PAO1,7,330,0.241
PAO1,7,345,0.254
PAO1,7,360,0.261
PAO1,7,375,0.264
PAO1,7,390,0.266
PAO1,7,405,0.265
PAO1,7,420,0.265
PAO1,7,435,0.265
PAO1,7,450,0.266
PAO1,7,465,0.264
PAO1,7,480,0.265
PAO1,7,495,0.263
PAO1,7,510,0.263
PAO1,7,525,0.263
PAO1,7,540,0.262
PAO1,7,555,0.262
PAO1,7,570,0.261
PAO1,7,585,0.261
PAO1,7,600,0.26
PAO1,7,615,0.259
PAO1,7,630,0.258
PAO1,7,645,0.257
PAO1,7,660,0.258
PAO1,7,675,0.256
PAO1,7,690,0.258
PAO1,7,705,0.256
PAO1,7,720,0.258
PAO1,7,735,0.257
PAO1,7,750,0.256
PAO1,7,765,0.255
PAO1,7,780,0.256
PAO1,7,795,0.256
PAO1,7,810,0.255
PAO1,7,825,0.256
PAO1,7,840,0.256
PAO1,7,855,0.255
PAO1,7,870,0.255
PAO1,7,885,0.253
PAO1,7,900,0.252
PAO1,7,915,0.252
PAO1,7,930,0.252
PAO1,7,945,0.254
PAO1,7,960,0.254
PAO1,7,975,0.254
PAO1,7,990,0.253
PAO1,7,1005,0.253
PAO1,7,1020,0.253
PAO1,7,1035,0.254
PAO1,7,1050,0.255
PAO1,7,1065,0.254
PAO1,7,1080,0.254
PAO1,7,1095,0.255
PAO1,7,1110,0.254
PAO1,7,1125,0.255
PAO1,7,1140,0.255
PAO1,7,1155,0.254
PAO1,8,15,0.016
PAO1,8,30,0.014
PAO1,8,45,0.013
PAO1,8,60,0.012
PAO1,8,75,0.012
PAO1,8,90,0.013
PAO1,8,105,0.016
PAO1,8,120,0.02
PAO1,8,135,0.025
PAO1,8,150,0.032
PAO1,8,165,0.041
PAO1,8,180,0.056
PAO1,8,195,0.074
PAO1,8,210,0.097
PAO1,8,225,0.123
PAO1,8,240,0.157
PAO1,8,255,0.18
PAO1,8,270,0.203
PAO1,8,285,0.214
PAO1,8,300,0.224
PAO1,8,315,0.24
PAO1,8,330,0.252
PAO1,8,345,0.264
PAO1,8,360,0.274
PAO1,8,375,0.277
PAO1,8,390,0.277
PAO1,8,405,0.278
PAO1,8,420,0.279
PAO1,8,435,0.278
PAO1,8,450,0.278
PAO1,8,465,0.278
PAO1,8,480,0.278
PAO1,8,495,0.276
PAO1,8,510,0.276
PAO1,8,525,0.276
PAO1,8,540,0.275
PAO1,8,555,0.276
PAO1,8,570,0.273
PAO1,8,585,0.273
PAO1,8,600,0.272
PAO1,8,615,0.271
PAO1,8,630,0.271
PAO1,8,645,0.269
PAO1,8,660,0.269
PAO1,8,675,0.269
PAO1,8,690,0.268
PAO1,8,705,0.268
PAO1,8,720,0.267
PAO1,8,735,0.268
PAO1,8,750,0.266
PAO1,8,765,0.27
PAO1,8,780,0.265
PAO1,8,795,0.267
PAO1,8,810,0.264
PAO1,8,825,0.264
PAO1,8,840,0.265
PAO1,8,855,0.263
PAO1,8,870,0.264
PAO1,8,885,0.263
PAO1,8,900,0.262
PAO1,8,915,0.263
PAO1,8,930,0.264
PAO1,8,945,0.262
PAO1,8,960,0.262
PAO1,8,975,0.263
PAO1,8,990,0.261
PAO1,8,1005,0.266
PAO1,8,1020,0.265
PAO1,8,1035,0.263
PAO1,8,1050,0.264
PAO1,8,1065,0.263
PAO1,8,1080,0.265
PAO1,8,1095,0.263
PAO1,8,1110,0.262
PAO1,8,1125,0.262
PAO1,8,1140,0.263
PAO1,8,1155,0.262
PAO1,9,15,0.001
PAO1,9,30,0.001
PAO1,9,45,0.001
PAO1,9,60,0.001
PAO1,9,75,0.001
PAO1,9,90,0.002
PAO1,9,105,0.004
PAO1,9,120,0.006
PAO1,9,135,0.009
PAO1,9,150,0.013
PAO1,9,165,0.018
PAO1,9,180,0.026
PAO1,9,195,0.037
PAO1,9,210,0.052
PAO1,9,225,0.071
PAO1,9,240,0.095
PAO1,9,255,0.119
PAO1,9,270,0.158
PAO1,9,285,0.191
PAO1,9,300,0.202
PAO1,9,315,0.215
PAO1,9,330,0.226
PAO1,9,345,0.239
PAO1,9,360,0.254
PAO1,9,375,0.265
PAO1,9,390,0.277
PAO1,9,405,0.282
PAO1,9,420,0.283
PAO1,9,435,0.283
PAO1,9,450,0.283
PAO1,9,465,0.284
PAO1,9,480,0.285
PAO1,9,495,0.285
PAO1,9,510,0.284
PAO1,9,525,0.284
PAO1,9,540,0.283
PAO1,9,555,0.283
PAO1,9,570,0.282
PAO1,9,585,0.282
PAO1,9,600,0.281
PAO1,9,615,0.28
PAO1,9,630,0.279
PAO1,9,645,0.278
PAO1,9,660,0.278
PAO1,9,675,0.277
PAO1,9,690,0.277
PAO1,9,705,0.276
PAO1,9,720,0.276
PAO1,9,735,0.275
PAO1,9,750,0.275
PAO1,9,765,0.274
PAO1,9,780,0.274
PAO1,9,795,0.273
PAO1,9,810,0.273
PAO1,9,825,0.273
PAO1,9,840,0.272
PAO1,9,855,0.272
PAO1,9,870,0.272
PAO1,9,885,0.272
PAO1,9,900,0.271
PAO1,9,915,0.271
PAO1,9,930,0.271
PAO1,9,945,0.271
PAO1,9,960,0.272
PAO1,9,975,0.27
PAO1,9,990,0.27
PAO1,9,1005,0.273
PAO1,9,1020,0.271
PAO1,9,1035,0.27
PAO1,9,1050,0.272
PAO1,9,1065,0.271
PAO1,9,1080,0.272
PAO1,9,1095,0.271
PAO1,9,1110,0.271
PAO1,9,1125,0.272
PAO1,9,1140,0.272
PAO1,9,1155,0.273
PAO1,10,15,0.001
PAO1,10,30,0.001
PAO1,10,45,0.001
PAO1,10,60,0.002
PAO1,10,75,0.003
PAO1,10,90,0.005
PAO1,10,105,0.008
PAO1,10,120,0.012
PAO1,10,135,0.018
PAO1,10,150,0.026
PAO1,10,165,0.037
PAO1,10,180,0.054
PAO1,10,195,0.075
PAO1,10,210,0.097
PAO1,10,225,0.13
PAO1,10,240,0.154
PAO1,10,255,0.176
PAO1,10,270,0.199
PAO1,10,285,0.211
PAO1,10,300,0.225
PAO1,10,315,0.239
PAO1,10,330,0.25
PAO1,10,345,0.261
PAO1,10,360,0.266
PAO1,10,375,0.268
PAO1,10,390,0.268
PAO1,10,405,0.268
PAO1,10,420,0.269
PAO1,10,435,0.269
PAO1,10,450,0.268
PAO1,10,465,0.268
PAO1,10,480,0.268
PAO1,10,495,0.267
PAO1,10,510,0.267
PAO1,10,525,0.266
PAO1,10,540,0.265
PAO1,10,555,0.265
PAO1,10,570,0.264
PAO1,10,585,0.264
PAO1,10,600,0.263
PAO1,10,615,0.262
PAO1,10,630,0.262
PAO1,10,645,0.262
PAO1,10,660,0.261
PAO1,10,675,0.26
PAO1,10,690,0.26
PAO1,10,705,0.259
PAO1,10,720,0.259
PAO1,10,735,0.258
PAO1,10,750,0.258
PAO1,10,765,0.257
PAO1,10,780,0.257
PAO1,10,795,0.257
PAO1,10,810,0.256
PAO1,10,825,0.256
PAO1,10,840,0.256
PAO1,10,855,0.255
PAO1,10,870,0.255
PAO1,10,885,0.255
PAO1,10,900,0.254
PAO1,10,915,0.254
PAO1,10,930,0.254
PAO1,10,945,0.254
PAO1,10,960,0.254
PAO1,10,975,0.253
PAO1,10,990,0.253
PAO1,10,1005,0.253
PAO1,10,1020,0.252
PAO1,10,1035,0.252
PAO1,10,1050,0.253
PAO1,10,1065,0.253
PAO1,10,1080,0.252
PAO1,10,1095,0.252
PAO1,10,1110,0.252
PAO1,10,1125,0.252
PAO1,10,1140,0.253
PAO1,10,1155,0.254
PAO1,11,15,0.01
PAO1,11,30,0.01
PAO1,11,45,0.01
PAO1,11,60,0.01
PAO1,11,75,0.011
PAO1,11,90,0.013
PAO1,11,105,0.016
PAO1,11,120,0.021
PAO1,11,135,0.029
PAO1,11,150,0.037
PAO1,11,165,0.05
PAO1,11,180,0.067
PAO1,11,195,0.09
PAO1,11,210,0.108
PAO1,11,225,0.145
PAO1,11,240,0.166
PAO1,11,255,0.19
PAO1,11,270,0.208
PAO1,11,285,0.223
PAO1,11,300,0.243
PAO1,11,315,0.25
PAO1,11,330,0.262
PAO1,11,345,0.269
PAO1,11,360,0.272
PAO1,11,375,0.271
PAO1,11,390,0.273
PAO1,11,405,0.273
PAO1,11,420,0.272
PAO1,11,435,0.272
PAO1,11,450,0.271
PAO1,11,465,0.271
PAO1,11,480,0.271
PAO1,11,495,0.27
PAO1,11,510,0.269
PAO1,11,525,0.268
PAO1,11,540,0.268
PAO1,11,555,0.268
PAO1,11,570,0.267
PAO1,11,585,0.266
PAO1,11,600,0.266
PAO1,11,615,0.265
PAO1,11,630,0.264
PAO1,11,645,0.264
PAO1,11,660,0.264
PAO1,11,675,0.264
PAO1,11,690,0.264
PAO1,11,705,0.263
PAO1,11,720,0.263
PAO1,11,735,0.263
PAO1,11,750,0.261
PAO1,11,765,0.263
PAO1,11,780,0.261
PAO1,11,795,0.26
PAO1,11,810,0.262
